player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
T.J..GALIARDI,1,20082009,COL,180,152,25,2,1.9,0.2,0.0,0.0,2.0,0.4
TANNER.PEARSON,1,20132014,L.A,270,250,16,3,1.0,0.1,0.0,0.8,1.9,0.4
TANNER.PEARSON,1,20142015,L.A,558,467,62,19,2.2,0.0,0.0,0.1,2.3,0.4
TAYLOR.CHORNEY,2,20152016,WSH,724,656,2,65,2.2,0.0,0.1,-0.4,1.9,0.4
TAYLOR.CHORNEY,2,20172018,WSH,312,270,0,40,2.1,0.0,0.0,-0.1,2.0,0.4
TAYLOR.PYATT,1,20122013,NYR,629,583,40,1,2.1,0.0,0.0,-0.1,2.1,0.4
TEDDY.PURCELL,1,20152016,FLA,215,176,34,1,0.3,1.3,0.0,0.4,2.0,0.4
TEEMU.HARTIKAINEN,1,20102011,EDM,209,173,31,0,-0.3,1.2,0.0,1.2,2.2,0.4
THOMAS.CHABOT,2,20172018,OTT,1103,962,119,10,1.5,0.0,0.0,0.8,2.3,0.4
THOMAS.HICKEY,2,20142015,NYI,1531,1334,16,147,-1.3,0.1,1.8,1.5,2.1,0.4
THOMAS.VANEK,1,20132014,NYI,939,728,185,1,3.3,0.0,0.0,-1.4,1.9,0.4
TIM.CONBOY,2,20072008,CAR,132,118,2,3,2.3,0.0,0.0,0.0,2.3,0.4
TIM.GLEASON,2,20082009,CAR,1446,1204,26,190,-2.0,0.0,2.1,2.3,2.4,0.4
TIM.HEED,2,20172018,S.J,465,370,80,1,2.4,0.0,0.0,0.0,2.4,0.4
TJ.BRENNAN,2,20122013,FLA,336,289,40,4,-0.5,0.9,0.0,1.7,2.0,0.4
TOM.PYATT,1,20112012,T.B,1094,890,28,162,-1.2,0.7,0.0,2.7,2.2,0.4
TOM.PYATT,1,20132014,T.B,310,279,2,26,1.2,0.0,0.2,0.6,1.9,0.4
TOM.WILSON,1,20142015,WSH,732,718,3,1,1.2,0.0,0.0,1.1,2.3,0.4
TOMAS.FLEISCHMANN,1,20102011,COL,406,338,61,1,1.5,0.1,0.0,0.3,1.9,0.4
TOMAS.KOPECKY,1,20092010,CHI,701,632,63,1,2.1,0.0,0.0,-0.1,2.0,0.4
TOMMY.WINGELS,1,20172018,BOS,215,187,2,24,2.1,0.0,0.0,0.1,2.2,0.4
TONI.LYDMAN,2,20072008,BUF,1761,1376,71,287,2.0,0.0,1.2,-1.2,2.0,0.4
TRAVIS.HAMONIC,2,20102011,NYI,1338,1067,122,133,1.4,0.0,0.2,0.4,1.9,0.4
TRAVIS.MOEN,1,20132014,MTL,749,568,5,166,0.7,0.0,0.0,1.1,1.8,0.4
TRAVIS.SANHEIM,2,20172018,PHI,764,726,14,19,2.6,0.1,0.0,-0.7,2.1,0.4
TRENT.HUNTER,1,20072008,NYI,1491,1018,196,237,2.2,0.0,0.0,-0.1,2.1,0.4
TREVOR.DALEY,2,20112012,DAL,1710,1316,168,194,-1.3,2.0,1.0,0.4,2.0,0.4
TREVOR.LEWIS,1,20112012,L.A,953,807,18,122,-1.4,0.1,1.6,1.4,1.8,0.4
TROY.BROUWER,1,20172018,CGY,1059,798,94,155,1.9,0.0,0.0,0.6,2.5,0.4
TY.RATTIE,1,20152016,STL,121,119,2,0,2.3,0.0,0.0,-0.1,2.1,0.4
TYE.MCGINN,1,20132014,PHI,201,185,14,0,2.1,0.1,0.0,-0.3,1.9,0.4
TYLER.BOZAK,1,20142015,TOR,1565,1184,280,57,-2.0,1.7,0.0,2.5,2.3,0.4
TYLER.ENNIS,1,20132014,BUF,1501,1209,253,4,1.6,0.0,0.0,0.5,2.1,0.4
TYLER.ENNIS,1,20142015,BUF,1491,1195,230,22,-4.0,2.1,0.0,4.0,2.0,0.4
TYLER.JOHNSON,1,20122013,T.B,183,148,24,9,1.6,0.2,0.0,0.3,2.0,0.4
TYLER.PITLICK,1,20162017,EDM,308,298,2,4,2.0,0.0,0.0,0.2,2.2,0.4
TYLER.RANDELL,1,20152016,BOS,189,188,0,0,2.4,0.0,0.0,-0.5,1.9,0.4
TYSON.JOST,1,20172018,COL,951,754,168,16,-1.0,1.5,0.0,1.9,2.4,0.4
VERNON.FIDDLER,1,20102011,ARI,1103,873,10,202,0.0,0.1,0.0,1.9,2.0,0.4
VICTOR.BARTLEY,2,20122013,NSH,469,420,17,27,1.2,0.1,0.0,0.5,1.8,0.4
VIKTOR.STALBERG,1,20132014,NSH,881,854,13,3,1.4,0.1,0.0,0.6,2.0,0.4
VIKTOR.STALBERG,1,20152016,NYR,915,806,3,94,1.2,0.0,0.0,0.8,2.0,0.4
VINNY.PROSPAL,1,20082009,T.B,1448,1125,270,22,0.3,2.2,0.0,-0.6,1.9,0.4
WAYNE.SIMMONDS,1,20102011,L.A,1076,994,68,6,1.4,0.0,0.0,0.9,2.3,0.4
WILLIE.MITCHELL,2,20132014,L.A,1542,1266,35,220,2.2,1.3,0.0,-1.5,2.1,0.4
YANNI.GOURDE,1,20162017,T.B,307,258,16,27,1.2,0.1,0.3,0.7,2.3,0.4
ZACH.BOGOSIAN,2,20122013,WPG,763,627,57,66,1.7,0.0,0.0,0.4,2.1,0.4
ZACH.PARISE,1,20102011,N.J,258,197,45,12,1.8,0.0,0.0,0.3,2.2,0.4
ZACH.SANFORD,1,20162017,STL,159,138,20,0,1.7,0.1,0.0,0.4,2.3,0.4
ZACK.KASSIAN,1,20142015,VAN,530,491,26,1,1.3,1.1,0.0,-0.5,1.9,0.4
ZACK.KASSIAN,1,20162017,EDM,972,863,7,86,3.4,0.0,0.0,-1.6,1.9,0.4
AARON.EKBLAD,2,20172018,FLA,1918,1501,173,181,1.5,2.2,0.0,-2.0,1.6,0.3
ADAM.CLENDENING,2,20152016,EDM,311,281,20,0,1.7,0.1,0.0,-0.1,1.8,0.3
ADAM.CLENDENING,2,20162017,NYR,490,432,45,1,1.5,0.0,0.0,-0.1,1.4,0.3
ADAM.CRACKNELL,1,20102011,STL,214,207,1,5,1.7,0.0,0.0,-0.4,1.4,0.3
ADAM.HALL,1,20112012,T.B,674,500,2,162,0.9,0.0,0.0,0.6,1.4,0.3
ADRIAN.AUCOIN,2,20112012,ARI,1253,1076,31,130,2.1,0.0,0.0,-0.4,1.7,0.3
ALAN.QUINE,1,20162017,NYI,764,671,67,22,1.3,0.0,0.0,0.3,1.6,0.3
ALEX.BURMISTROV,1,20102011,ATL,978,864,22,84,-1.7,0.2,0.0,3.0,1.5,0.3
ALEX.BURROWS,1,20162017,VAN,823,707,19,85,1.1,0.1,0.0,0.2,1.5,0.3
ALEX.GOLIGOSKI,2,20102011,DAL,600,438,98,38,0.6,0.0,0.0,0.9,1.5,0.3
ALEX.PETROVIC,2,20132014,FLA,86,81,0,4,1.7,0.0,0.0,-0.4,1.4,0.3
ALEXEI.EMELIN,2,20122013,MTL,747,648,5,82,0.9,0.0,0.0,0.8,1.8,0.3
ALEXEI.EMELIN,2,20142015,MTL,1345,1171,6,159,2.3,0.0,0.3,-1.0,1.7,0.3
ALLAN.ROURKE,2,20072008,EDM,142,137,0,4,0.9,0.0,0.0,0.4,1.4,0.3
ANDRE.BENOIT,2,20122013,OTT,542,459,52,20,0.2,1.0,0.0,0.5,1.7,0.3
ANDREI.KOSTITSYN,1,20112012,MTL,805,702,95,1,0.3,0.6,0.0,0.8,1.8,0.3
ANDREW.ALBERTS,2,20112012,VAN,629,573,3,51,1.5,0.0,0.4,-0.1,1.8,0.3
ANDREW.COGLIANO,1,20082009,EDM,1180,956,160,47,-0.6,0.0,0.5,1.8,1.7,0.3
ANDREW.LADD,1,20072008,CHI,294,245,51,1,1.3,0.1,0.0,0.2,1.6,0.3
ANDREW.MACDONALD,2,20142015,PHI,1161,980,81,93,-1.3,1.2,1.7,-0.1,1.6,0.3
ANDREW.MACDONALD,2,20172018,PHI,1310,1162,9,118,0.1,0.1,0.6,1.1,1.9,0.3
ANDY.GREENE,2,20102011,N.J,1834,1506,104,188,-2.6,0.0,2.7,1.6,1.7,0.3
ANDY.MIELE,1,20132014,ARI,66,63,2,0,1.2,0.0,0.0,0.2,1.4,0.3
ANTHONY.DUCLAIR,1,20172018,ARI,444,371,63,1,-0.8,1.2,0.0,1.0,1.4,0.3
ANTHONY.DUCLAIR,1,20172018,CHI,300,251,32,0,0.8,0.0,0.0,0.7,1.4,0.3
ARTURS.KULDA,2,20112012,WPG,98,98,0,0,1.2,0.0,0.0,0.3,1.5,0.3
ASHTON.SAUTNER,2,20172018,VAN,67,67,0,0,1.8,0.0,0.0,-0.1,1.7,0.3
AUSTIN.WATSON,1,20172018,NSH,937,745,2,167,0.8,0.0,1.8,-1.2,1.5,0.3
B.J..CROMBEEN,1,20082009,DAL,124,118,1,0,1.5,0.0,0.0,0.4,1.8,0.3
BARRET.JACKMAN,2,20112012,STL,1652,1349,4,267,-1.5,0.0,1.3,1.9,1.7,0.3
BEN.CHIAROT,2,20162017,WPG,904,775,1,115,2.1,0.0,0.4,-0.8,1.7,0.3
BEN.CHIAROT,2,20172018,WPG,871,786,3,75,2.7,0.0,0.0,-1.0,1.7,0.3
BEN.HARPUR,2,20162017,OTT,107,100,3,2,1.2,0.0,0.0,0.3,1.5,0.3
BEN.SMITH,1,20152016,TOR,230,189,2,37,1.6,0.0,0.0,0.1,1.7,0.3
BENOIT.POULIOT,1,20092010,MTL,653,545,85,14,1.0,1.5,0.0,-0.7,1.8,0.3
BILL.THOMAS,1,20102011,FLA,204,197,1,5,1.4,0.0,0.0,0.3,1.7,0.3
BLAIR.BETTS,1,20072008,NYR,886,655,8,199,2.2,0.1,0.3,-0.7,1.8,0.3
BLAKE.COMEAU,1,20112012,CGY,929,792,42,88,-0.3,0.0,1.6,0.0,1.3,0.3
BLAKE.WHEELER,1,20102011,ATL,434,348,50,28,2.0,0.0,0.4,-0.7,1.7,0.3
BOBBY.RYAN,1,20072008,ANA,259,196,54,1,1.1,0.0,0.0,0.4,1.6,0.3
BOYD.GORDON,1,20082009,WSH,848,600,5,226,1.5,0.0,0.0,0.1,1.6,0.3
BRAD.HUNT,2,20162017,STL,122,114,7,0,1.7,0.0,0.0,-0.1,1.7,0.3
BRAD.RICHARDS,1,20072008,DAL,231,162,49,15,0.7,0.1,0.0,0.7,1.6,0.3
BRAD.RICHARDSON,1,20112012,L.A,759,695,14,45,-0.6,0.1,0.8,1.3,1.6,0.3
BRAD.STUART,2,20072008,DET,187,144,15,26,1.3,0.1,0.0,0.2,1.6,0.3
BRANDON.BOCHENSKI,1,20072008,BOS,256,228,25,0,1.1,0.2,0.0,0.3,1.6,0.3
BRANDON.BOCHENSKI,1,20072008,NSH,72,68,4,0,1.0,0.0,0.0,0.3,1.4,0.3
BRANDON.DAVIDSON,2,20172018,MTL,194,177,1,16,1.6,0.0,0.0,0.2,1.8,0.3
BRANDON.DUBINSKY,1,20082009,NYR,1363,1061,180,79,-1.1,0.4,0.0,2.3,1.7,0.3
BRANDON.MANNING,2,20122013,PHI,89,88,0,0,1.5,0.0,0.0,0.0,1.6,0.3
BRANDON.MANNING,2,20142015,PHI,189,156,3,28,1.0,0.0,0.6,0.1,1.7,0.3
BRANDON.MONTOUR,2,20162017,ANA,469,409,51,8,0.5,0.0,0.0,0.9,1.5,0.3
BRANDON.SEGAL,1,20092010,DAL,215,209,2,1,2.3,0.0,0.0,-0.6,1.7,0.3
BRANDON.SUTTER,1,20142015,PIT,1385,1060,121,181,-1.2,0.0,0.0,2.6,1.5,0.3
BRANDON.YIP,1,20122013,NSH,409,378,4,16,0.9,0.0,0.0,0.5,1.4,0.3
BRENDAN.SMITH,2,20122013,DET,626,540,39,43,-0.5,0.7,0.0,1.2,1.4,0.3
BRENDAN.SMITH,2,20142015,DET,1358,1235,17,94,-0.3,0.1,1.4,0.2,1.5,0.3
BRETT.BELLEMORE,2,20132014,CAR,1113,976,5,126,-1.0,0.0,2.1,0.4,1.6,0.3
BRETT.CARSON,2,20102011,CGY,77,73,1,2,1.4,0.0,0.0,0.3,1.7,0.3
BRETT.PESCE,2,20152016,CAR,1295,1138,66,78,-2.3,1.4,0.4,2.0,1.5,0.3
BRETT.SKINNER,2,20082009,NYI,127,118,10,0,2.0,0.1,0.0,-0.2,1.9,0.3
BRIAN.ROLSTON,1,20082009,N.J,962,740,189,11,0.5,2.3,0.0,-1.2,1.6,0.3
BRIAN.ROLSTON,1,20112012,NYI,694,561,97,24,1.2,0.0,0.0,0.3,1.4,0.3
BRYAN.LITTLE,1,20112012,WPG,1496,1148,199,110,-0.2,0.5,0.0,1.1,1.5,0.3
BRYAN.LITTLE,1,20152016,WPG,1117,789,168,113,-0.4,0.3,0.0,1.5,1.4,0.3
BRYAN.MCCABE,2,20092010,FLA,1911,1445,335,87,2.8,0.5,0.0,-1.7,1.5,0.3
BYRON.BITZ,1,20092010,FLA,81,72,9,0,1.3,0.1,0.0,0.2,1.6,0.3
BYRON.FROESE,1,20172018,MTL,556,492,2,56,2.6,0.0,0.0,-1.2,1.5,0.3
CAL.CLUTTERBUCK,1,20092010,MIN,1056,883,40,112,-0.7,0.0,0.0,2.3,1.5,0.3
CAL.CLUTTERBUCK,1,20172018,NYI,972,794,6,161,2.9,0.0,0.0,-1.3,1.7,0.3
CAL.O'REILLY,1,20082009,NSH,139,123,13,1,1.6,0.1,0.0,0.2,1.8,0.3
CALVIN.DE HAAN,2,20152016,NYI,1485,1287,17,157,-1.4,0.1,1.6,1.1,1.4,0.3
CAM.FOWLER,2,20112012,ANA,1902,1515,293,56,0.2,0.0,0.0,1.6,1.7,0.3
CARLO.COLAIACOVO,2,20102011,STL,1179,970,178,20,-0.3,0.5,0.0,1.4,1.7,0.3
CARTER.ROWNEY,1,20162017,PIT,296,267,0,28,1.0,0.0,0.9,-0.3,1.6,0.3
CHAD.RUHWEDEL,2,20162017,PIT,581,517,32,38,-0.3,1.6,0.2,0.1,1.6,0.3
CHRIS.KELLY,1,20122013,BOS,509,418,4,76,0.5,0.0,0.0,0.9,1.4,0.3
CHRIS.PHILLIPS,2,20082009,OTT,1793,1416,49,300,-1.9,1.2,2.9,-0.8,1.5,0.3
CHRIS.PORTER,1,20112012,STL,486,475,2,10,0.4,0.0,0.0,1.0,1.4,0.3
CHRIS.STEWART,1,20142015,MIN,310,273,32,0,1.6,0.1,0.0,-0.2,1.4,0.3
CHRIS.TANEV,2,20102011,VAN,400,380,2,17,1.2,0.0,0.0,0.1,1.3,0.3
CHRIS.VANDEVELDE,1,20142015,PHI,845,711,7,119,0.6,0.0,0.7,0.1,1.6,0.3
CHRIS.WIDEMAN,2,20152016,OTT,893,839,39,7,2.7,0.0,0.0,-1.3,1.4,0.3
CHRIS.WIDEMAN,2,20162017,OTT,1061,934,115,5,1.5,0.2,0.0,0.0,1.7,0.3
CHRISTIAN.BACKMAN,2,20072008,STL,871,677,123,53,0.5,1.0,0.3,0.1,1.8,0.3
CODY.EAKIN,1,20122013,DAL,720,578,57,82,1.0,0.9,0.0,-0.6,1.3,0.3
CODY.EAKIN,1,20132014,DAL,1403,1082,164,127,0.1,0.0,0.0,1.6,1.7,0.3
CODY.FRANSON,2,20172018,CHI,382,314,47,1,-0.2,1.6,0.0,0.5,1.9,0.3
CODY.GOLOUBEF,2,20152016,CBJ,650,607,5,33,2.3,0.0,0.0,-0.5,1.8,0.3
CODY.MCCORMICK,1,20072008,COL,439,409,2,23,1.5,0.0,0.0,-0.1,1.4,0.3
COREY.PERRY,1,20172018,ANA,1262,1034,182,1,-0.2,1.8,0.0,0.3,1.9,0.3
CORY.EMMERTON,1,20112012,DET,575,533,6,37,1.1,0.0,0.0,0.6,1.7,0.3
CORY.MURPHY,2,20082009,T.B,501,355,108,23,-1.4,2.7,0.0,0.4,1.7,0.3
CRAIG.RIVET,2,20082009,BUF,1292,970,151,138,1.2,1.4,0.0,-0.8,1.8,0.3
CURTIS.GLENCROSS,1,20142015,CGY,884,729,114,9,2.1,0.0,0.0,-0.6,1.5,0.3
DALTON.PROUT,2,20122013,CBJ,519,485,1,27,1.8,0.0,0.0,0.0,1.7,0.3
DALTON.PROUT,2,20162017,CBJ,196,173,0,22,2.3,0.0,0.0,-0.6,1.7,0.3
DAN.CARCILLO,1,20132014,NYR,272,268,2,0,0.9,0.0,0.0,0.3,1.3,0.3
DAN.CARCILLO,1,20142015,CHI,319,318,2,0,-0.1,0.0,0.0,1.6,1.5,0.3
DAN.HAMHUIS,2,20082009,NSH,1871,1426,115,298,-2.4,1.5,2.3,0.3,1.9,0.3
DANIEL.BRIERE,1,20082009,PHI,454,343,95,1,0.2,0.5,0.0,0.8,1.6,0.3
DANIEL.CARR,1,20152016,MTL,278,252,20,0,1.8,0.1,0.0,-0.2,1.8,0.3
DARREN.ARCHIBALD,1,20172018,VAN,401,320,1,75,-0.2,0.0,1.6,0.1,1.5,0.3
DAVE.BOLLAND,1,20142015,FLA,863,676,67,92,1.3,1.5,0.5,-2.0,1.3,0.3
DAVID.JONES,1,20082009,COL,507,440,24,29,-0.4,0.2,0.0,2.1,1.8,0.3
DAVID.JONES,1,20152016,CGY,755,714,26,4,0.4,0.0,0.0,0.9,1.3,0.3
DAVID.LEGWAND,1,20142015,OTT,1112,774,185,135,0.7,1.5,0.0,-0.8,1.4,0.3
DAVID.PASTRNAK,1,20152016,BOS,711,679,24,0,-0.1,0.2,0.0,1.7,1.8,0.3
DAVID.PERRON,1,20102011,STL,184,134,44,5,1.9,0.0,0.0,-0.2,1.7,0.3
DAVID.STECKEL,1,20122013,ANA,223,193,2,27,1.1,0.0,0.4,0.1,1.6,0.3
DAVIS.DREWISKE,2,20122013,MTL,152,129,1,22,1.5,0.0,0.0,0.0,1.6,0.3
DEAN.MCAMMOND,1,20092010,N.J,797,676,48,59,0.2,0.0,0.3,1.1,1.6,0.3
DEREK.DORSETT,1,20142015,VAN,952,869,29,38,1.4,0.0,0.0,0.1,1.5,0.3
DEREK.DORSETT,1,20162017,VAN,139,132,0,5,1.1,0.0,0.0,0.4,1.5,0.3
DEREK.MACKENZIE,1,20122013,CBJ,445,377,2,63,0.0,0.0,0.8,0.9,1.7,0.3
DEREK.MORRIS,2,20082009,NYR,354,255,57,35,0.4,0.2,1.1,-0.1,1.6,0.3
DERYK.ENGELLAND,2,20122013,PIT,585,544,0,39,1.5,0.0,0.0,0.1,1.5,0.3
DEVANTE.SMITH-PELLY,1,20142015,MTL,266,239,13,11,2.3,0.1,0.0,-0.7,1.7,0.3
DEVANTE.SMITH-PELLY,1,20152016,MTL,506,468,6,17,0.7,0.0,0.0,0.6,1.3,0.3
DILLON.HEATHERINGTON,2,20172018,DAL,65,61,0,4,1.5,0.0,0.0,0.1,1.6,0.3
DION.PHANEUF,2,20092010,TOR,685,472,116,80,-1.0,0.0,0.9,1.4,1.3,0.3
DMITRY.KULIKOV,2,20122013,FLA,713,586,81,41,0.7,0.8,0.0,0.2,1.7,0.3
DMITRY.KULIKOV,2,20172018,WPG,1059,886,4,156,1.1,0.0,0.5,0.3,1.9,0.3
DOMINIC.MOORE,1,20082009,BUF,274,201,23,42,0.2,0.2,0.0,1.4,1.8,0.3
DOMINIC.TONINATO,1,20172018,COL,292,280,1,8,1.3,0.0,0.0,0.5,1.7,0.3
DOUG.JANIK,2,20102011,DET,93,86,0,6,1.2,0.0,0.0,0.1,1.4,0.3
DOUG.JANIK,2,20112012,DET,131,124,1,6,1.9,0.0,0.0,-0.3,1.6,0.3
DOUGLAS.MURRAY,2,20122013,PIT,258,217,0,37,0.9,0.0,0.0,0.4,1.4,0.3
DREW.DOUGHTY,2,20082009,L.A,1923,1367,287,238,-1.4,0.0,3.6,-0.4,1.7,0.3
DREW.MILLER,1,20072008,ANA,291,254,7,23,1.4,0.0,0.0,0.1,1.5,0.3
DREW.STAFFORD,1,20162017,BOS,257,233,20,1,2.0,0.1,0.0,-0.9,1.3,0.3
DUNCAN.KEITH,2,20162017,CHI,2049,1544,243,191,0.9,0.0,0.0,0.6,1.5,0.3
DUSTIN.BYFUGLIEN,2,20072008,CHI,1134,856,249,12,-0.2,1.1,0.0,0.5,1.5,0.3
DUSTIN.BYFUGLIEN,2,20122013,WPG,1049,862,153,22,2.5,0.0,0.0,-1.0,1.5,0.3
DUSTIN.PENNER,1,20122013,L.A,419,386,30,1,1.8,0.0,0.0,-0.5,1.3,0.3
DUSTIN.PENNER,1,20132014,WSH,221,204,17,0,0.9,0.1,0.0,0.4,1.5,0.3
DYLAN.SIKURA,1,20172018,CHI,67,63,4,0,1.7,0.0,0.0,0.0,1.8,0.3
ELIAS.LINDHOLM,1,20172018,CAR,1449,1091,210,108,0.2,0.1,0.0,1.1,1.4,0.3
EMERSON.ETEM,1,20122013,ANA,436,387,5,37,1.1,0.0,0.0,0.5,1.7,0.3
ERIC.BREWER,2,20142015,T.B,303,263,2,36,2.2,0.0,0.0,-0.6,1.6,0.3
ERIC.STAAL,1,20132014,CAR,1603,1233,262,67,2.2,0.6,0.0,-1.1,1.6,0.3
ERIK.COLE,1,20092010,CAR,652,531,72,37,-0.4,0.0,0.3,1.5,1.4,0.3
ERIK.CONDRA,1,20122013,OTT,632,517,2,99,2.1,0.0,0.0,-0.8,1.4,0.3
ERIK.GUDBRANSON,2,20132014,FLA,1162,964,55,124,1.7,0.0,0.0,0.0,1.8,0.3
ERIK.JOHNSON,2,20122013,COL,643,504,58,74,1.6,0.0,0.0,-0.2,1.4,0.3
ERIK.JOHNSON,2,20162017,COL,1016,772,94,127,-0.3,0.2,0.0,1.8,1.7,0.3
FABIAN.BRUNNSTROM,1,20092010,DAL,469,424,41,0,1.4,0.0,0.0,0.0,1.5,0.3
FRANCOIS.BEAUCHEMIN,2,20152016,COL,2047,1527,171,285,-2.3,1.8,2.0,0.1,1.6,0.3
FRANS.NIELSEN,1,20072008,NYI,139,133,4,1,1.0,0.0,0.0,0.4,1.4,0.3
FRANTISEK.KABERLE,2,20072008,CAR,1372,1076,215,58,1.1,0.0,0.2,0.4,1.7,0.3
FREDDIE.HAMILTON,1,20142015,COL,128,122,3,2,1.2,0.0,0.0,0.2,1.4,0.3
FREDERICK.GAUDREAU,1,20162017,NSH,78,76,0,1,1.5,0.0,0.0,0.2,1.8,0.3
FREDRIK.CLAESSON,2,20162017,OTT,428,409,7,14,1.3,0.0,0.0,0.3,1.7,0.3
FREDRIK.SJOSTROM,1,20072008,ARI,691,552,50,81,-1.0,0.9,0.0,1.7,1.6,0.3
FREDRIK.SJOSTROM,1,20092010,TOR,263,216,4,42,0.3,0.0,1.2,0.0,1.5,0.3
GARNET.HATHAWAY,1,20152016,CGY,168,156,1,9,0.9,0.0,0.0,0.5,1.4,0.3
GREG.MCKEGG,1,20172018,PIT,252,219,4,29,0.9,0.0,1.1,-0.3,1.7,0.3
GREG.PATERYN,2,20162017,MTL,345,328,1,13,1.7,0.0,0.0,0.0,1.7,0.3
HENRIK.TALLINDER,2,20122013,N.J,437,394,13,26,1.5,0.1,0.0,0.0,1.6,0.3
IIRO.PAKARINEN,1,20162017,EDM,125,118,2,4,1.5,0.0,0.0,0.1,1.5,0.3
IVAN.BARBASHEV,1,20172018,STL,647,624,9,8,1.1,0.1,0.0,0.6,1.8,0.3
J.T..BROWN,1,20112012,T.B,69,61,8,0,1.1,0.1,0.0,0.4,1.6,0.3
JACK.SKILLE,1,20162017,VAN,484,479,4,0,1.4,0.0,0.0,0.2,1.6,0.3
JACOB.TROUBA,2,20142015,WPG,1516,1140,124,217,-1.5,1.6,0.0,1.3,1.4,0.3
JAKE.DOWELL,1,20102011,CHI,928,804,9,107,1.3,0.1,0.2,-0.2,1.4,0.3
JAKOB.CHYCHRUN,2,20162017,ARI,1133,1008,35,77,0.3,0.6,1.1,-0.4,1.6,0.3
JAKUB.JERABEK,2,20172018,WSH,154,153,0,0,1.5,0.0,0.0,0.3,1.9,0.3
JAKUB.VORACEK,1,20162017,PHI,1564,1235,284,1,-3.1,1.8,0.0,2.7,1.4,0.3
JAMAL.MAYERS,1,20112012,CHI,794,657,24,107,0.9,0.2,0.0,0.3,1.3,0.3
JAMES.NEAL,1,20102011,PIT,338,275,59,1,0.4,0.0,0.0,1.0,1.3,0.3
JAMES.WISNIEWSKI,2,20102011,NYI,743,527,156,50,-0.7,0.9,0.3,0.9,1.4,0.3
JAMIE.BENN,1,20122013,DAL,816,645,136,18,0.7,0.5,0.0,0.1,1.4,0.3
JAMIE.LANGENBRUNNER,1,20102011,DAL,646,507,86,36,1.6,0.0,0.0,-0.2,1.4,0.3
JAMIE.LUNDMARK,1,20082009,CGY,378,314,58,4,1.5,0.0,0.0,0.2,1.7,0.3
JAMIE.MCGINN,1,20152016,ANA,308,259,44,0,1.0,0.6,0.0,-0.2,1.4,0.3
JAMIE.OLEKSIAK,2,20142015,DAL,482,439,2,39,1.1,0.0,0.0,0.5,1.6,0.3
JAN.HEJDA,2,20132014,COL,1740,1466,9,224,1.9,0.1,0.0,-0.2,1.8,0.3
JARED.BOLL,1,20092010,CBJ,480,469,6,0,0.4,0.0,0.0,1.3,1.7,0.3
JARED.BOLL,1,20102011,CBJ,560,553,6,0,1.8,0.0,0.0,-0.3,1.6,0.3
JARED.COWEN,2,20142015,OTT,980,852,6,115,0.2,0.0,1.3,0.0,1.6,0.3
JARRET.STOLL,1,20102011,L.A,1407,1060,207,121,2.3,1.0,0.0,-2.0,1.4,0.3
JASON.ZUCKER,1,20122013,MIN,225,213,6,0,1.8,0.0,0.0,-0.3,1.5,0.3
JASON.ZUCKER,1,20132014,MIN,273,253,17,3,0.8,0.1,0.0,0.4,1.4,0.3
JAY.BOUWMEESTER,2,20102011,CGY,2131,1588,223,271,1.4,0.0,0.0,-0.1,1.3,0.3
JAY.HARRISON,2,20102011,CAR,1086,912,9,146,2.2,0.1,0.0,-0.5,1.8,0.3
JAY.HARRISON,2,20112012,CAR,1479,1242,96,118,-0.5,1.2,0.0,0.6,1.3,0.3
JEAN-GABRIEL.PAGEAU,1,20122013,OTT,103,93,1,8,1.2,0.0,0.0,0.4,1.6,0.3
JESSE.PULJUJARVI,1,20162017,EDM,315,289,23,0,1.7,0.2,0.0,-0.2,1.6,0.3
JESSE.WINCHESTER,1,20092010,OTT,521,451,7,58,2.2,0.0,0.0,-0.6,1.6,0.3
JIM.O'BRIEN,1,20172018,OTT,88,82,0,5,1.1,0.0,0.0,0.3,1.4,0.3
JIRI.SEKAC,1,20142015,ANA,246,225,13,3,1.3,0.1,0.0,0.0,1.4,0.3
JIRI.TLUSTY,1,20142015,CAR,894,704,110,44,-1.5,0.4,1.1,1.3,1.3,0.3
JOAKIM.ANDERSSON,1,20132014,DET,899,703,16,167,0.9,0.1,0.0,0.5,1.5,0.3
JODY.SHELLEY,1,20102011,PHI,359,355,3,0,2.9,0.0,0.0,-1.1,1.8,0.3
JOE.COLBORNE,1,20142015,CGY,987,814,90,47,2.6,0.0,0.8,-1.6,1.8,0.3
JOE.MORROW,2,20172018,WPG,261,252,0,8,1.0,0.0,0.0,0.5,1.5,0.3
JOE.MOTZKO,1,20072008,WSH,95,81,18,0,1.3,0.1,0.0,0.1,1.4,0.3
JOE.SAKIC,1,20082009,COL,272,182,68,15,0.3,0.8,0.0,0.4,1.5,0.3
JOE.VITALE,1,20132014,PIT,582,541,3,34,1.3,0.0,0.0,0.1,1.4,0.3
JOEL.ERIKSSON EK,1,20162017,MIN,159,155,2,3,1.5,0.0,0.0,-0.1,1.4,0.3
JOEY.CRABB,1,20082009,ATL,348,286,4,63,0.0,0.0,1.9,-0.3,1.6,0.3
JOHN.SCOTT,1,20082009,MIN,185,180,1,3,0.9,0.0,0.0,0.5,1.4,0.3
