player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
JOHNNY.BOYCHUK,2,20122013,BOS,898,769,7,110,0.2,0.0,0.0,1.5,1.7,0.3
JOHNNY.ODUYA,2,20142015,CHI,1541,1380,7,134,0.1,0.0,0.0,1.6,1.8,0.3
JON.MERRILL,2,20142015,N.J,1356,1156,66,116,-4.0,2.9,1.7,1.1,1.8,0.3
JON.MERRILL,2,20162017,N.J,946,848,14,75,1.7,0.1,0.0,-0.3,1.5,0.3
JONNY.BRODZINSKI,1,20172018,L.A,333,322,9,0,1.5,0.1,0.0,0.4,1.9,0.3
JORDAN.MARTINOOK,1,20152016,ARI,1231,979,28,210,-0.9,0.0,1.0,1.3,1.3,0.3
JORDAN.OESTERLE,2,20152016,EDM,367,300,30,22,0.8,0.5,0.0,0.1,1.4,0.3
JORDIN.TOOTOO,1,20112012,NSH,1005,982,16,5,0.6,0.1,0.0,0.6,1.3,0.3
JOSEF.MELICHAR,2,20082009,CAR,130,115,0,10,2.0,0.0,0.0,-0.3,1.7,0.3
JOSEF.VASICEK,1,20072008,NYI,1284,1029,110,109,3.4,0.0,0.0,-1.8,1.6,0.3
JOSH.BAILEY,1,20082009,NYI,1052,818,216,4,0.7,0.9,0.0,0.0,1.5,0.3
JOSH.JOORIS,1,20162017,ARI,555,475,1,76,0.9,0.0,0.0,0.9,1.8,0.3
JOSHUA.HO-SANG,1,20162017,NYI,346,289,49,0,0.9,0.6,0.0,0.0,1.5,0.3
JUSTIN.ABDELKADER,1,20112012,DET,997,870,11,115,-0.8,0.1,0.0,2.1,1.4,0.3
JUSTIN.FALK,2,20122013,MIN,475,421,2,46,-0.2,0.0,1.4,0.3,1.5,0.3
KEATON.ELLERBY,2,20122013,L.A,500,431,4,61,0.3,0.0,0.9,0.5,1.7,0.3
KEITH.AUCOIN,1,20122013,NYI,512,468,35,2,-0.5,0.5,0.0,1.5,1.5,0.3
KEITH.YANDLE,2,20142015,ARI,1506,1204,273,7,-2.9,3.3,0.0,0.9,1.4,0.3
KEITH.YANDLE,2,20142015,NYR,418,339,70,4,1.1,0.0,0.0,0.5,1.7,0.3
KEVIN.BIEKSA,2,20092010,VAN,1197,907,150,104,-0.5,1.6,0.0,0.5,1.7,0.3
KEVIN.HAYES,1,20162017,NYR,1252,1007,110,107,-0.9,1.6,0.1,0.7,1.5,0.3
KEVIN.KLEIN,2,20082009,NSH,798,737,26,27,0.8,0.0,0.0,0.7,1.5,0.3
KEVIN.KLEIN,2,20162017,NYR,1058,963,4,76,0.2,0.0,1.0,0.3,1.5,0.3
KEVIN.PORTER,1,20122013,BUF,472,404,16,46,-0.1,0.1,1.3,0.1,1.3,0.3
KIRK.MALTBY,1,20082009,DET,706,604,3,97,-1.1,0.0,0.4,2.3,1.6,0.3
KRIS.RUSSELL,2,20122013,STL,530,483,20,19,0.8,0.1,0.0,0.9,1.8,0.3
KRIS.VERSTEEG,1,20172018,CGY,316,239,75,0,-1.5,3.4,0.0,0.1,1.9,0.3
KRYS.BARCH,1,20082009,DAL,463,455,4,1,2.3,0.0,0.0,-0.8,1.6,0.3
KYLE.CHIPCHURA,1,20122013,ARI,444,434,7,1,0.6,0.1,0.0,1.1,1.8,0.3
KYLE.PALMIERI,1,20142015,ANA,804,691,98,0,0.2,1.7,0.0,-0.2,1.7,0.3
KYLE.QUINCEY,2,20132014,DET,1701,1460,26,196,2.7,0.0,1.7,-3.0,1.4,0.3
KYLE.TURRIS,1,20172018,OTT,217,172,39,1,-0.6,1.7,0.0,0.4,1.5,0.3
KYLE.WELLWOOD,1,20072008,TOR,746,549,165,0,-1.4,0.9,0.0,1.8,1.3,0.3
LEE.STEMPNIAK,1,20082009,STL,273,180,63,19,-0.2,0.6,0.0,1.0,1.4,0.3
LEE.STEMPNIAK,1,20092010,TOR,1109,798,166,109,-1.9,2.2,0.0,1.3,1.6,0.3
LOGAN.COUTURE,1,20092010,S.J,257,243,9,0,1.4,0.1,0.0,-0.1,1.4,0.3
LOUIS.LEBLANC,1,20112012,MTL,470,447,17,4,2.6,0.1,0.0,-1.0,1.8,0.3
LUCA.SBISA,2,20152016,VAN,712,626,3,73,0.4,0.0,0.9,0.4,1.7,0.3
LUKAS.KRAJICEK,2,20072008,VAN,707,534,102,46,0.8,1.2,1.5,-2.0,1.5,0.3
LUKAS.SEDLAK,1,20172018,CBJ,498,460,3,32,1.6,0.0,0.0,0.0,1.6,0.3
LUKE.GLENDENING,1,20172018,DET,911,703,5,185,0.0,0.0,0.0,1.7,1.7,0.3
LUKE.SCHENN,2,20142015,PHI,1047,903,5,133,0.3,0.0,0.0,1.2,1.6,0.3
LUKE.WITKOWSKI,1,20142015,T.B,243,230,0,11,1.6,0.0,0.0,-0.2,1.5,0.3
MANNY.MALHOTRA,1,20102011,VAN,1164,887,55,192,-1.6,2.1,0.0,1.0,1.5,0.3
MANNY.MALHOTRA,1,20112012,VAN,960,763,6,187,0.1,0.0,0.0,1.4,1.5,0.3
MARCEL.GOC,1,20072008,S.J,544,455,18,46,0.5,0.1,0.3,0.7,1.6,0.3
MARCEL.HOSSA,1,20072008,NYR,526,420,13,77,1.4,0.1,0.5,-0.3,1.6,0.3
MARCO.STURM,1,20102011,L.A,246,214,20,10,1.1,0.1,0.0,0.2,1.4,0.3
MARK.BOROWIECKI,2,20142015,OTT,1001,849,2,137,2.1,0.0,1.4,-1.9,1.6,0.3
MARK.FISTRIC,2,20112012,DAL,990,845,1,130,1.3,0.0,0.7,-0.6,1.5,0.3
MARK.JANKOWSKI,1,20172018,CGY,962,823,58,75,0.5,0.0,1.0,0.2,1.7,0.3
MARKUS.GRANLUND,1,20132014,CGY,85,70,10,4,1.2,0.1,0.0,0.2,1.5,0.3
MARTIN.HANZAL,1,20092010,ARI,1486,1123,164,167,0.8,0.0,0.0,0.6,1.4,0.3
MARTIN.HANZAL,1,20122013,ARI,723,571,113,30,0.3,0.5,0.2,0.7,1.6,0.3
MARTIN.SKOULA,2,20092010,N.J,354,314,1,29,0.4,0.0,1.0,0.3,1.7,0.3
MASON.RAYMOND,1,20142015,CGY,840,699,115,6,0.1,0.0,0.0,1.2,1.3,0.3
MATHIAS.TJARNQVIST,1,20072008,ARI,1064,804,9,235,0.8,0.1,0.0,0.7,1.6,0.3
MATHIEU.PERREAULT,1,20102011,WSH,407,350,52,3,1.5,0.8,0.0,-0.5,1.8,0.3
MATHIEU.ROY,2,20072008,EDM,135,134,0,1,1.5,0.0,0.0,0.1,1.7,0.3
MATHIEU.ROY,2,20092010,CBJ,547,461,11,68,0.1,0.1,1.0,0.7,1.8,0.3
MATT.CARLE,2,20082009,T.B,264,201,26,35,1.2,0.0,0.0,0.3,1.5,0.3
MATT.COOKE,1,20072008,WSH,209,180,2,26,1.8,0.0,0.5,-0.9,1.4,0.3
MATT.ELLIS,1,20092010,BUF,649,632,3,11,1.5,0.0,0.0,-0.1,1.5,0.3
MATT.FOY,1,20072008,MIN,219,198,12,0,1.8,0.1,0.0,-0.2,1.7,0.3
MATT.FRASER,1,20122013,DAL,142,132,9,0,0.9,0.1,0.0,0.6,1.6,0.3
MATT.GILROY,2,20112012,OTT,240,219,15,3,1.1,0.1,0.0,0.5,1.7,0.3
MATT.GILROY,2,20132014,FLA,258,233,18,1,1.4,0.1,0.0,0.0,1.5,0.3
MATT.HENDRICKS,1,20102011,WSH,878,754,21,93,1.7,0.1,0.0,-0.4,1.4,0.3
MATT.MARTIN,1,20152016,NYI,844,828,7,4,2.7,0.0,0.0,-1.1,1.7,0.3
MATT.MOULSON,1,20072008,L.A,265,238,9,12,0.6,0.1,0.0,0.6,1.3,0.3
MATT.NIETO,1,20142015,S.J,1098,936,66,70,0.7,0.0,0.0,0.6,1.4,0.3
MATT.NISKANEN,2,20102011,DAL,708,596,96,11,1.7,0.0,0.0,-0.3,1.5,0.3
MATT.STAJAN,1,20142015,CGY,708,608,5,80,3.0,0.0,0.0,-1.7,1.3,0.3
MATT.TENNYSON,2,20122013,S.J,63,62,0,0,1.6,0.0,0.0,-0.1,1.5,0.3
MAXIM.AFINOGENOV,1,20082009,BUF,604,481,108,2,-0.7,0.4,0.0,1.8,1.6,0.3
MICHAEL.CHAPUT,1,20132014,CBJ,151,148,1,2,1.0,0.0,0.0,0.5,1.5,0.3
MICHAEL.LATTA,1,20132014,WSH,131,112,1,17,0.8,0.0,0.0,0.6,1.3,0.3
MICHAEL.LATTA,1,20152016,WSH,347,344,1,1,1.1,0.0,0.0,0.4,1.5,0.3
MICHAEL.NYLANDER,1,20082009,WSH,1011,838,159,2,2.6,0.0,0.0,-1.0,1.7,0.3
MICHAEL.RYAN,1,20072008,BUF,453,402,6,44,0.3,0.0,0.5,0.7,1.5,0.3
MICHAEL.RYAN,1,20082009,CAR,148,143,4,0,0.8,0.0,0.0,0.6,1.5,0.3
MICHAEL.RYDER,1,20132014,N.J,1291,1075,190,1,1.2,0.0,0.0,0.5,1.7,0.3
MICHAEL.RYDER,1,20142015,N.J,679,594,67,1,2.1,0.1,0.0,-0.6,1.5,0.3
MICHAEL.ZIGOMANIS,1,20072008,ARI,409,296,6,94,-0.6,0.0,1.8,0.0,1.3,0.3
MICHAL.ROZSIVAL,2,20092010,NYR,1757,1418,154,153,0.1,0.0,1.9,-0.6,1.4,0.3
MICHEAL.FERLAND,1,20152016,CGY,896,793,72,9,1.4,0.9,0.0,-0.6,1.7,0.3
MIIKKA.SALOMAKI,1,20152016,NSH,732,638,2,80,0.7,0.0,0.4,0.5,1.6,0.3
MIKE.BROWN,1,20132014,S.J,352,344,3,2,1.6,0.0,0.0,-0.1,1.5,0.3
MIKE.BROWN,1,20152016,MTL,135,133,2,0,1.0,0.0,0.0,0.4,1.4,0.3
MIKE.CAMMALLERI,1,20172018,L.A,190,150,39,0,2.1,0.0,0.0,-0.3,1.8,0.3
MIKE.MODANO,1,20102011,DET,498,392,101,0,-0.2,1.4,0.0,0.4,1.6,0.3
MIKE.REILLY,2,20172018,MTL,384,342,31,2,1.9,0.0,0.0,-0.1,1.9,0.3
MIKE.RUPP,1,20092010,PIT,723,708,10,3,2.1,0.1,0.0,-0.6,1.6,0.3
MIKE.RUPP,1,20122013,MIN,283,274,0,0,1.5,0.0,0.0,0.2,1.6,0.3
MIKKEL.BOEDKER,1,20092010,ARI,122,120,2,0,0.8,0.0,0.0,1.0,1.8,0.3
MIKKEL.BOEDKER,1,20152016,COL,326,261,49,2,0.9,0.0,0.0,0.4,1.3,0.3
NAIL.YAKUPOV,1,20152016,EDM,853,718,104,0,1.0,0.2,0.0,0.6,1.7,0.3
NATE.THOMPSON,1,20092010,T.B,447,349,1,89,1.8,0.0,0.0,-0.4,1.4,0.3
NATE.THOMPSON,1,20172018,OTT,533,428,1,98,2.1,0.0,0.0,-0.2,1.9,0.3
NATHAN.BEAULIEU,2,20152016,MTL,1117,982,73,32,0.2,0.6,0.0,0.6,1.4,0.3
NATHAN.GERBE,1,20082009,BUF,135,113,20,0,1.2,0.1,0.0,0.2,1.5,0.3
NATHAN.GERBE,1,20142015,CAR,1282,1052,114,82,-2.4,0.4,1.4,2.3,1.6,0.3
NATHAN.OYSTRICK,2,20102011,STL,110,98,12,0,1.7,0.1,0.0,-0.4,1.4,0.3
NATHAN.PAETSCH,2,20092010,BUF,105,102,2,1,1.2,0.0,0.0,0.2,1.4,0.3
NIC.DOWD,1,20162017,L.A,872,750,109,4,0.8,1.4,0.0,-0.5,1.7,0.3
NICK.BJUGSTAD,1,20142015,FLA,1185,964,162,36,0.5,0.8,0.0,0.2,1.6,0.3
NICLAS.BERGFORS,1,20092010,N.J,804,688,110,1,-2.0,3.5,0.0,0.1,1.6,0.3
NICLAS.BERGFORS,1,20102011,ATL,736,636,94,0,-0.2,1.5,0.0,0.3,1.6,0.3
NICOLAS.DESLAURIERS,1,20172018,MTL,673,607,1,61,2.2,0.0,0.1,-0.3,1.9,0.3
NIK.ANTROPOV,1,20112012,WPG,1140,851,137,124,2.0,0.9,0.0,-1.4,1.5,0.3
NIKITA.ZADOROV,2,20142015,BUF,1062,932,81,24,1.2,1.5,0.0,-1.1,1.6,0.3
NIKLAS.HAGMAN,1,20092010,CGY,434,354,59,2,-0.1,0.0,0.0,1.9,1.8,0.3
NOLAN.BAUMGARTNER,2,20092010,VAN,171,163,1,6,1.3,0.0,0.0,0.2,1.5,0.3
OLE-KRISTIAN.TOLLEFSEN,2,20072008,CBJ,609,512,1,87,2.1,0.0,0.5,-1.2,1.4,0.3
OLE-KRISTIAN.TOLLEFSEN,2,20092010,PHI,178,174,0,2,1.1,0.0,0.0,0.3,1.3,0.3
OLIVER.LAURIDSEN,2,20122013,PHI,227,210,2,12,2.2,0.0,0.0,-0.9,1.3,0.3
OLLI.JOKINEN,1,20092010,NYR,426,354,61,1,0.4,1.5,0.0,-0.4,1.6,0.3
OLLI.MAATTA,2,20172018,PIT,1530,1306,108,116,-0.8,1.9,0.2,0.3,1.6,0.3
ONDREJ.KASE,1,20162017,ANA,625,605,12,0,0.9,0.1,0.0,0.4,1.4,0.3
OSCAR.MOLLER,1,20092010,L.A,292,243,46,2,0.7,0.0,0.0,0.8,1.4,0.3
PATRIC.HORNQVIST,1,20082009,NSH,318,287,26,0,1.1,0.0,0.0,0.8,1.9,0.3
PATRICK.EAVES,1,20072008,CAR,141,124,12,5,1.3,0.1,0.0,0.4,1.7,0.3
PATRICK.MAROON,1,20122013,ANA,127,118,6,0,1.0,0.0,0.0,0.3,1.3,0.3
PATRICK.SHARP,1,20152016,DAL,1339,1072,215,9,-0.5,2.8,0.0,-0.6,1.6,0.3
PATRICK.WIERCIOCH,2,20152016,OTT,902,824,19,30,1.0,0.1,0.0,0.7,1.8,0.3
PAUL.BISSONNETTE,1,20092010,ARI,240,235,1,0,1.4,0.0,0.0,-0.1,1.4,0.3
PAUL.GAUSTAD,1,20112012,BUF,845,665,6,161,0.8,0.0,0.7,-0.2,1.4,0.3
PAUL.MARTIN,2,20172018,S.J,207,204,0,2,1.3,0.0,0.0,0.3,1.6,0.3
PAUL.POSTMA,2,20142015,WPG,593,539,44,5,0.8,1.1,0.0,-0.4,1.5,0.3
PAVEL.KUBINA,2,20082009,TOR,1792,1336,281,136,0.2,3.8,0.0,-2.4,1.6,0.3
PETER.REGIN,1,20112012,OTT,141,122,10,8,1.3,0.1,0.0,0.4,1.7,0.3
PETR.PRUCHA,1,20082009,NYR,339,309,20,0,0.7,0.1,0.0,1.0,1.8,0.3
PETTERI.NUMMELIN,2,20072008,MIN,392,318,70,2,-1.0,1.6,0.0,0.9,1.6,0.3
PHILIPPE.BOUCHER,2,20082009,PIT,477,379,63,28,2.0,1.1,0.0,-1.4,1.7,0.3
PONTUS.ABERG,1,20172018,NSH,411,407,1,1,1.5,0.0,0.0,0.3,1.8,0.3
RADEK.DVORAK,1,20072008,FLA,1013,806,11,178,-0.6,0.1,0.0,2.1,1.6,0.3
RADEK.DVORAK,1,20112012,DAL,1041,883,7,128,0.5,0.0,0.0,1.3,1.8,0.3
RAFFI.TORRES,1,20122013,S.J,154,147,4,0,1.4,0.0,0.0,0.3,1.7,0.3
REID.BOUCHER,1,20152016,N.J,551,469,71,0,-0.6,1.8,0.0,0.6,1.7,0.3
RENE.BOURQUE,1,20072008,CHI,931,705,62,147,1.7,0.0,0.0,-0.1,1.6,0.3
RICH.CLUNE,1,20152016,TOR,154,150,2,2,1.5,0.0,0.0,0.0,1.5,0.3
RICHARD.PANIK,1,20152016,CHI,325,315,9,0,0.8,0.1,0.0,0.8,1.6,0.3
RINAT.VALIEV,2,20152016,TOR,123,121,0,0,1.2,0.0,0.0,0.5,1.7,0.3
ROB.SCUDERI,2,20152016,PIT,427,359,0,64,0.6,0.0,0.3,0.9,1.8,0.3
ROBERT.BORTUZZO,2,20152016,STL,531,488,1,37,2.7,0.0,0.4,-1.4,1.7,0.3
ROMAN.POLAK,2,20112012,STL,1434,1229,6,173,1.9,0.0,0.0,-0.4,1.6,0.3
RON.HAINSEY,2,20142015,CAR,1708,1488,21,163,-1.9,0.1,1.8,1.4,1.5,0.3
RON.HAINSEY,2,20162017,PIT,336,283,2,46,1.4,0.0,0.0,0.1,1.6,0.3
RYAN.CARTER,1,20152016,MIN,663,547,5,98,-0.1,0.0,0.7,1.0,1.6,0.3
RYAN.JOHANSEN,1,20172018,NSH,1465,1108,231,82,2.1,0.0,1.0,-1.3,1.7,0.3
RYAN.JOHNSON,1,20072008,STL,1134,805,11,294,1.0,0.1,0.0,0.6,1.7,0.3
RYAN.JOHNSON,1,20102011,CHI,352,300,1,48,1.7,0.0,0.0,-0.3,1.4,0.3
RYAN.WHITNEY,2,20082009,ANA,458,354,55,35,0.6,0.8,0.0,0.3,1.7,0.3
SAM.BENNETT,1,20162017,CGY,1214,998,98,89,2.3,0.3,0.1,-1.4,1.4,0.3
SCOTT.GOMEZ,1,20082009,NYR,1619,1177,295,91,0.9,0.0,0.0,0.9,1.8,0.3
SCOTT.HANNAN,2,20132014,S.J,995,873,8,105,1.9,0.1,0.3,-0.7,1.5,0.3
SCOTT.THORNTON,1,20072008,L.A,413,393,8,0,2.0,0.1,0.0,-0.6,1.5,0.3
SCOTTIE.UPSHALL,1,20082009,ARI,337,264,60,9,0.9,1.1,0.0,-0.6,1.4,0.3
SCOTTIE.UPSHALL,1,20102011,CBJ,331,283,32,11,1.1,0.0,0.0,0.3,1.4,0.3
SEAN.BERGENHEIM,1,20112012,FLA,1018,826,105,77,0.9,0.2,0.0,0.6,1.8,0.3
SEAN.O'DONNELL,2,20082009,L.A,1675,1326,11,320,-0.2,0.1,1.5,0.4,1.7,0.3
SETH.GRIFFITH,1,20162017,FLA,277,246,30,0,1.0,0.7,0.0,0.0,1.7,0.3
SHAONE.MORRISONN,2,20082009,WSH,1288,1058,4,210,2.7,0.0,0.0,-1.3,1.4,0.3
SHAWN.MATTHIAS,1,20132014,VAN,280,225,15,37,1.3,0.1,0.5,-0.4,1.5,0.3
SHAWN.MATTHIAS,1,20142015,VAN,1021,896,7,96,-0.1,0.0,0.0,1.3,1.4,0.3
SHAWN.MATTHIAS,1,20152016,COL,296,241,10,31,1.9,0.1,0.2,-0.7,1.4,0.3
SHEAN.DONOVAN,1,20082009,OTT,509,502,1,3,0.9,0.0,0.0,1.0,1.9,0.3
SHELDON.SOURAY,2,20082009,EDM,2008,1287,388,276,-1.7,4.3,1.2,-2.3,1.6,0.3
SIMON.DESPRES,2,20112012,PIT,252,224,20,11,2.3,0.1,0.0,-0.7,1.7,0.3
SIMON.GAGNE,1,20102011,T.B,1064,842,195,13,-0.8,2.0,0.0,0.5,1.7,0.3
SIMON.GAGNE,1,20142015,BOS,260,249,1,9,1.1,0.0,0.0,0.2,1.3,0.3
SLATER.KOEKKOEK,2,20172018,T.B,393,375,1,16,2.6,0.0,0.0,-0.8,1.8,0.3
STEPHANE.ROBIDAS,2,20132014,ANA,289,242,13,29,0.6,0.1,0.9,0.2,1.8,0.3
STEVE.BEGIN,1,20072008,MTL,512,400,4,96,1.3,0.0,0.0,0.5,1.8,0.3
STEVE.BERNIER,1,20092010,VAN,836,645,131,44,0.2,0.0,0.6,0.5,1.3,0.3
STEVE.DOWNIE,1,20132014,COL,184,150,30,0,0.7,1.2,0.0,-0.3,1.6,0.3
STEVE.DOWNIE,1,20152016,ARI,234,227,5,0,1.9,0.0,0.0,-0.2,1.8,0.3
SVEN.ANDRIGHETTO,1,20142015,MTL,113,94,18,0,1.1,0.1,0.0,0.1,1.3,0.3
TANNER.KERO,1,20172018,CHI,92,72,0,18,1.3,0.0,0.0,0.3,1.7,0.3
TEPPO.NUMMINEN,2,20082009,BUF,992,796,108,68,-0.1,0.2,1.2,0.7,1.9,0.3
TIM.BRENT,1,20112012,CAR,859,681,122,44,0.8,1.7,0.0,-0.8,1.7,0.3
TIM.WALLACE,1,20082009,PIT,128,127,2,0,1.0,0.0,0.0,0.4,1.4,0.3
TOBIAS.ENSTROM,2,20152016,WPG,1501,1267,96,111,1.9,0.0,0.0,-0.4,1.5,0.3
TODD.MARCHANT,1,20072008,ANA,1110,794,36,241,1.4,0.0,2.1,-2.0,1.4,0.3
TOM.KOSTOPOULOS,1,20102011,CGY,746,620,16,101,1.8,0.1,0.0,-0.3,1.6,0.3
TOMAS.HERTL,1,20162017,S.J,843,668,89,59,1.4,0.0,0.0,0.1,1.5,0.3
TOMAS.KABERLE,2,20102011,BOS,510,417,78,10,0.4,0.0,0.0,1.0,1.4,0.3
TOMAS.NOSEK,1,20172018,VGK,743,630,7,99,-0.4,0.0,1.4,0.6,1.7,0.3
TOMAS.PLEKANEC,1,20122013,MTL,903,646,135,97,0.1,1.9,0.0,-0.5,1.5,0.3
TOMAS.PLEKANEC,1,20142015,MTL,1570,1200,178,154,-0.4,1.5,0.0,0.5,1.6,0.3
TONI.LYDMAN,2,20092010,BUF,1258,1055,59,114,0.9,0.0,1.3,-0.4,1.8,0.3
TONI.LYDMAN,2,20122013,ANA,674,584,6,72,1.6,0.0,0.0,-0.1,1.6,0.3
TORREY.MITCHELL,1,20092010,S.J,626,551,25,41,0.1,0.2,0.0,1.4,1.7,0.3
TORREY.MITCHELL,1,20172018,L.A,582,496,2,78,2.9,0.0,0.0,-1.2,1.7,0.3
TRAVIS.HAMONIC,2,20122013,NYI,1095,889,60,128,0.1,0.0,0.8,0.6,1.6,0.3
TREVOR.LEWIS,1,20082009,L.A,70,68,0,1,1.6,0.0,0.0,0.2,1.9,0.3
TREVOR.SMITH,1,20142015,TOR,594,498,7,88,1.6,0.0,0.2,-0.1,1.8,0.3
TYLER.ARNASON,1,20082009,COL,944,867,62,2,0.3,0.0,0.0,1.3,1.6,0.3
TYLER.BOZAK,1,20102011,TOR,1581,1167,241,147,-2.4,0.4,0.0,3.3,1.3,0.3
TYLER.MYERS,2,20162017,WPG,244,189,18,31,1.8,0.1,0.0,-0.3,1.6,0.3
TYLER.PITLICK,1,20142015,EDM,212,207,4,1,1.1,0.0,0.0,0.2,1.3,0.3
VALTTERI.FILPPULA,1,20122013,DET,720,582,111,24,-0.4,0.0,0.0,1.9,1.5,0.3
VALTTERI.FILPPULA,1,20162017,T.B,1033,776,108,120,2.1,0.0,0.0,-0.8,1.4,0.3
VIKTOR.STALBERG,1,20142015,NSH,297,289,1,1,1.9,0.0,0.0,-0.3,1.6,0.3
VILLE.LEINO,1,20092010,PHI,165,157,6,0,2.0,0.0,0.0,-0.2,1.8,0.3
VINNY.PROSPAL,1,20122013,CBJ,793,658,126,1,2.6,0.0,0.0,-1.1,1.5,0.3
WADE.REDDEN,2,20122013,BOS,92,88,3,1,1.2,0.0,0.0,0.0,1.3,0.3
WAYNE.SIMMONDS,1,20122013,PHI,704,545,144,1,0.6,1.8,0.0,-0.7,1.7,0.3
WILLIAM.KARLSSON,1,20142015,ANA,215,173,38,0,0.7,0.0,0.0,0.6,1.4,0.3
WILLIAM.NYLANDER,1,20152016,TOR,359,287,60,0,0.4,0.0,0.0,1.1,1.5,0.3
WOJTEK.WOLSKI,1,20112012,FLA,325,288,35,0,0.0,0.4,0.0,0.9,1.3,0.3
ZAC.DALPE,1,20102011,CAR,116,113,1,1,1.3,0.0,0.0,0.3,1.5,0.3
ZACH.REDMOND,2,20152016,COL,436,424,2,9,1.4,0.0,0.0,0.0,1.4,0.3
ZACH.SILL,1,20142015,TOR,180,153,2,24,0.9,0.0,0.0,0.4,1.3,0.3
ZACH.TROTMAN,2,20152016,BOS,705,621,12,66,1.4,0.1,0.9,-0.6,1.7,0.3
ZENON.KONOPKA,1,20132014,BUF,204,161,1,39,1.9,0.0,0.1,-0.7,1.3,0.3
AARON.JOHNSON,2,20072008,NYI,416,341,55,17,2.3,0.2,0.0,-1.5,1.1,0.2
AARON.MACKENZIE,2,20082009,COL,73,66,0,7,1.0,0.0,0.0,0.3,1.3,0.2
AARON.NESS,2,20152016,WSH,99,97,0,1,1.1,0.0,0.0,0.1,1.2,0.2
AARON.NESS,2,20172018,WSH,102,95,0,7,1.3,0.0,0.0,-0.4,1.0,0.2
AARON.ROME,2,20082009,CBJ,124,113,6,4,0.8,0.0,0.0,0.0,0.9,0.2
AARON.VOLPATTI,1,20122013,VAN,117,115,2,0,1.2,0.0,0.0,-0.3,0.8,0.2
ADAM.BURISH,1,20092010,CHI,114,112,0,2,0.6,0.0,0.0,0.4,0.9,0.2
ADAM.CLENDENING,2,20142015,VAN,297,263,29,1,1.3,0.0,0.0,-0.3,1.0,0.2
ADAM.CLENDENING,2,20152016,PIT,118,112,3,0,1.5,0.0,0.0,-0.5,1.0,0.2
ADAM.CRACKNELL,1,20122013,STL,172,171,0,0,1.0,0.0,0.0,0.1,1.1,0.2
ADAM.CRACKNELL,1,20132014,STL,156,151,2,2,0.6,0.0,0.0,0.6,1.2,0.2
ADAM.ERNE,1,20172018,T.B,233,230,1,0,1.3,0.0,0.0,0.0,1.3,0.2
ADAM.MAIR,1,20072008,BUF,634,600,13,15,1.5,0.1,0.0,-0.8,0.8,0.2
ADAM.PARDY,2,20082009,CGY,891,813,19,52,2.0,0.1,0.4,-1.5,0.9,0.2
ADAM.PARDY,2,20152016,EDM,182,157,1,23,0.5,0.0,0.0,0.5,1.0,0.2
ADAM.PELECH,2,20162017,NYI,740,691,2,42,-1.2,0.0,0.9,1.4,1.2,0.2
ALES.KOTALIK,1,20092010,CGY,380,316,52,0,1.6,0.0,0.0,-0.4,1.2,0.2
ALEX.CHIASSON,1,20122013,DAL,99,87,11,0,1.1,0.1,0.0,0.1,1.2,0.2
ALEX.CHIASSON,1,20132014,DAL,1194,865,263,44,-0.2,0.8,0.5,-0.1,1.0,0.2
ALEX.CHIASSON,1,20152016,OTT,1050,821,82,114,0.0,1.0,1.3,-1.3,0.9,0.2
ALEX.EDLER,2,20172018,VAN,1699,1281,195,185,-0.9,3.2,1.6,-2.6,1.3,0.2
ALEX.FROLOV,1,20102011,NYR,620,513,98,2,0.7,0.0,0.0,0.2,0.9,0.2
ALEX.GALCHENYUK,1,20132014,MTL,936,791,132,1,-0.2,0.5,0.0,0.8,1.1,0.2
ALEX.GIROUX,1,20092010,WSH,93,79,14,0,0.6,0.1,0.0,0.2,1.0,0.2
ALEX.GIROUX,1,20102011,EDM,118,90,26,0,0.2,0.0,0.0,0.8,0.9,0.2
ALEX.GIROUX,1,20112012,CBJ,110,89,18,0,1.7,0.1,0.0,-0.5,1.3,0.2
ALEX.PICARD,2,20072008,T.B,438,345,34,56,-1.3,0.0,0.9,1.3,0.9,0.2
ALEX.PIETRANGELO,2,20082009,STL,132,111,19,2,1.0,0.1,0.0,0.0,1.1,0.2
ALEX.SEMIN,1,20152016,MTL,185,142,24,0,1.8,0.2,0.0,-1.1,0.9,0.2
ALEX.STEEN,1,20082009,STL,1010,763,107,116,-0.7,0.0,1.8,0.1,1.3,0.2
ALEX.URBOM,2,20112012,N.J,68,65,0,3,1.1,0.0,0.0,-0.3,0.8,0.2
ALEXEY.MARCHENKO,2,20152016,DET,1111,961,1,138,-1.7,0.0,0.7,1.9,0.9,0.2
ANDERS.ERIKSSON,2,20092010,NYR,116,97,10,4,1.0,0.1,0.0,0.0,1.1,0.2
ANDERS.LEE,1,20152016,NYI,1166,936,199,2,-1.3,4.8,0.0,-2.6,0.9,0.2
ANDREAS.JOHNSSON,1,20172018,TOR,105,85,12,6,0.7,0.1,0.0,0.4,1.1,0.2
ANDREAS.NODL,1,20102011,PHI,889,819,17,39,-0.7,0.1,0.6,1.3,1.2,0.2
ANDREI.MARKOV,2,20102011,MTL,160,118,25,14,1.0,0.0,0.0,0.2,1.2,0.2
